"gene","X","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","diff.pct","HGNC.symbol"
"Zfc3h1",867,1.61232167910634e-163,0.254374891935015,0.124,0.124,4.37471241191923e-159,"4hours",0,"ZFC3H1"
"Zfc3h1",1794,4.73169281619416e-49,0.264796222893626,0.156,0.118,1.28385021181796e-44,"12hours",0.038,"ZFC3H1"
"Shtn1",429,9.72578862718385e-85,-0.355686926234641,0.078,0.111,2.63889822821379e-80,"Control",-0.033,"SHTN1"
"Shtn1",1779,1.62396979407094e-54,0.258682147368475,0.128,0.099,4.40631724225269e-50,"12hours",0.029,"SHTN1"
"Met",430,1.52167825366765e-84,-0.283672348508156,0.126,0.172,4.12876960567643e-80,"Control",-0.046,"MET"
"Met",900,5.3865984878851e-139,0.332440112451988,0.177,0.16,1.46154576771786e-134,"4hours",0.017,"MET"
"Cpq",2934,3.1848661323193e-109,0.427899321360192,0.167,0.127,8.64149727682195e-105,"6weeks",0.04,"CPQ"
"Cpq",431,1.88573877745831e-84,0.325573658417294,0.16,0.127,5.11657502487763e-80,"Control",0.033,"CPQ"
"Cpq",902,1.35474556013937e-137,-0.630979225889994,0.072,0.142,3.67583112832615e-133,"4hours",-0.07,"CPQ"
"Cpq",1436,1.81650372174099e-283,-0.807162864737334,0.062,0.148,4.92871954819983e-279,"12hours",-0.086,"CPQ"
"Acacb",3011,3.15461553026754e-75,0.356012757903144,0.131,0.092,8.5594183182749e-71,"6weeks",0.039,"ACACB"
"Acacb",432,3.18654264935369e-84,0.270896719679679,0.113,0.095,8.64604617049137e-80,"Control",0.018,"ACACB"
"Acacb",1452,1.3906988475231e-256,-0.664429482535375,0.054,0.108,3.77338318298442e-252,"12hours",-0.054,"ACACB"
"Sil1",433,5.85100849903599e-84,0.344645764297079,0.11,0.08,1.58755413604344e-79,"Control",0.03,"SIL1"
"Fras1",434,8.66132762842771e-84,0.335847140125227,0.11,0.082,2.35007802542129e-79,"Control",0.028,"FRAS1"
"Zbtb16",1541,1.82697415914667e-171,-0.650760703745609,0.067,0.132,4.95712898601267e-167,"12hours",-0.065,"ZBTB16"
"Zbtb16",624,0,0.899591859443131,0.203,0.111,0,"4hours",0.092,"ZBTB16"
"Zbtb16",2149,2.0129620972501e-182,0.250809877926557,0.171,0.112,5.46177005846869e-178,"2days",0.059,"ZBTB16"
"Zbtb16",436,1.01878197557053e-83,-0.230312834380496,0.092,0.129,2.76426113431551e-79,"Control",-0.037,"ZBTB16"
"Zbtb16",2530,4.2225430379399e-90,0.433753735112733,0.163,0.113,1.14570260248423e-85,"14days",0.05,"ZBTB16"
"Zbtb16",2783,0,-0.845295346898078,0.072,0.133,0,"6weeks",-0.061,"ZBTB16"
"Frk",438,4.11026964305978e-83,-0.369613520043436,0.065,0.103,1.11523946225141e-78,"Control",-0.038,"FRK"
"Frk",1751,1.69683242418388e-62,0.345453153822085,0.118,0.09,4.60401541653812e-58,"12hours",0.028,"FRK"
"Kcnrg",1761,2.13085340065385e-60,-0.307335439614643,0.072,0.108,5.78164453199408e-56,"12hours",-0.036,"KCNRG"
"Kcnrg",439,7.74312762797575e-83,0.219544340956008,0.111,0.1,2.10094281929866e-78,"Control",0.011,"KCNRG"
"Kcnrg",3176,1.80855442839686e-33,0.21721218786015,0.125,0.097,4.9071507305692e-29,"6weeks",0.028,"KCNRG"
"Stard13",440,8.13223538696255e-83,0.32286469928116,0.129,0.111,2.20651942754455e-78,"Control",0.018,"STARD13"
"Stard13",2242,1.87898985058575e-102,-0.328918859847458,0.106,0.116,5.09826316159433e-98,"2days",-0.01,"STARD13"
"Apex2",441,4.75341829952618e-82,0.241233086332011,0.109,0.095,1.28974498721044e-77,"Control",0.014,"APEX2"
"Apex2",1092,2.57098856470541e-58,-0.289992142019285,0.064,0.102,6.9758632726152e-54,"4hours",-0.038,"APEX2"
"Apex2",2133,4.73250159440141e-194,0.265777843610915,0.144,0.089,1.28406965760893e-189,"2days",0.055,"APEX2"
"Apex2",1743,3.25908387204036e-64,-0.227446421819725,0.088,0.1,8.8428722700071e-60,"12hours",-0.012,"APEX2"
"Abi1",3046,2.06975389940257e-65,-0.432673061959574,0.091,0.131,5.615863255249e-61,"6weeks",-0.04,"ABI1"
"Abi1",1263,0,0.883003246134659,0.204,0.108,0,"12hours",0.096,"ABI1"
"Abi1",800,2.7457259654721e-223,0.591831726628875,0.118,0.124,7.44997826211545e-219,"4hours",-0.00600000000000001,"ABI1"
"Abi1",2551,1.20319081802482e-81,-0.446468654539818,0.11,0.126,3.26461764654673e-77,"14days",-0.016,"ABI1"
"Abi1",442,1.5430587124872e-81,-0.5159599397878,0.092,0.132,4.18678120459151e-77,"Control",-0.04,"ABI1"
"Ppp1r16b",2001,1.1131287174241e-308,0.614114757893334,0.173,0.083,3.21139768603367e-307,"2days",0.09,"PPP1R16B"
"Ppp1r16b",443,4.19296947624996e-81,0.33255302100011,0.115,0.093,1.1376784079909e-76,"Control",0.022,"PPP1R16B"
"Ppp1r16b",1314,0,-0.917481871827049,0.043,0.108,0,"12hours",-0.065,"PPP1R16B"
"Ppp1r16b",3166,7.76682053350325e-37,-0.228168306717396,0.076,0.103,2.10737141535544e-32,"6weeks",-0.027,"PPP1R16B"
"Ube2e2",1001,5.027676437983e-86,0.376493927718997,0.16,0.129,1.36415944791793e-81,"4hours",0.031,"UBE2E2"
"Ube2e2",445,7.44992910104297e-80,-0.315138104867986,0.098,0.141,2.02138926298599e-75,"Control",-0.043,"UBE2E2"
"Hectd1",1023,1.37795386793383e-78,0.2469152630077,0.147,0.135,3.73880222986486e-74,"4hours",0.012,"HECTD1"
"Hectd1",447,3.84406504944518e-79,0.226812182196618,0.148,0.133,1.04301016986596e-74,"Control",0.015,"HECTD1"
"Hectd1",2158,3.58432565064921e-176,-0.350731948757815,0.124,0.139,9.7253507879065e-172,"2days",-0.015,"HECTD1"
"Hectd1",1897,1.93629436805506e-26,-0.21575738498886,0.119,0.14,5.25374750884378e-22,"12hours",-0.021,"HECTD1"
"Trappc9",448,1.39578937312998e-78,0.317742307508607,0.17,0.135,3.78719530611357e-74,"Control",0.035,"TRAPPC9"
"Trappc9",929,2.59930252838966e-121,-0.482218665297594,0.083,0.15,7.05268755027967e-117,"4hours",-0.067,"TRAPPC9"
"Trappc9",1514,1.08157235842465e-192,-0.614933415719331,0.08,0.154,2.93463028011359e-188,"12hours",-0.074,"TRAPPC9"
"Znrf1",449,2.34555462906205e-78,-0.33346691704049,0.119,0.165,6.36419337503406e-74,"Control",-0.046,"ZNRF1"
"Znrf1",1002,1.52936117764959e-85,0.284628402019477,0.162,0.155,4.14961568331664e-81,"4hours",0.00700000000000001,"ZNRF1"
"Znrf1",1715,1.2985286632119e-74,0.382794784066612,0.195,0.148,3.52329782189286e-70,"12hours",0.047,"ZNRF1"
"Znrf1",2915,1.40375412433311e-118,-0.36976630089892,0.109,0.166,3.80880606555303e-114,"6weeks",-0.057,"ZNRF1"
"Tmem178b",450,2.56577685447005e-78,0.260510456747231,0.149,0.107,6.96172233923358e-74,"Control",0.042,"TMEM178B"
"Tmem178b",2248,1.61463548372775e-98,0.373093823844254,0.159,0.107,4.3809904579985e-94,"2days",0.052,"TMEM178B"
"Tmem178b",1443,8.1654002482489e-271,-0.624906703291482,0.071,0.124,2.21551804935737e-266,"12hours",-0.053,"TMEM178B"
"Tmem178b",956,1.06652140495045e-105,-0.486483935840489,0.076,0.121,2.89379252805204e-101,"4hours",-0.045,"TMEM178B"
"Tmem178b",2809,3.92103807184388e-268,-0.672148974706585,0.057,0.129,1.0638952600334e-263,"6weeks",-0.072,"TMEM178B"
"Tmem178b",2353,0,0.645353940083639,0.166,0.106,0,"14days",0.06,"TMEM178B"
"Oprm1",451,2.76313764909233e-78,0.300371906485342,0.104,0.084,7.49722138328222e-74,"Control",0.02,"OPRM1"
"Oprm1",2821,5.54776373163501e-245,0.619349456854517,0.138,0.077,1.50527473330453e-240,"6weeks",0.061,"OPRM1"
"Zbtb38",452,8.99322255941419e-78,-0.361027351070797,0.139,0.187,2.44013107704585e-73,"Control",-0.048,"ZBTB38"
"Zbtb38",2953,9.21173629207384e-95,-0.386705603411721,0.152,0.183,2.49942040812839e-90,"6weeks",-0.031,"ZBTB38"
"Zbtb38",664,0,0.478078138111604,0.181,0.177,0,"4hours",0.004,"ZBTB38"
"Zbtb38",2494,1.98786178126312e-110,-0.36989222283172,0.16,0.18,5.39366537110122e-106,"14days",-0.02,"ZBTB38"
"Zbtb38",1520,3.38088429848762e-185,0.562355746163589,0.22,0.169,9.17335336708646e-181,"12hours",0.051,"ZBTB38"
"Fus",1045,1.14725860857954e-70,0.22649183153892,0.11,0.103,3.11285678265886e-66,"4hours",0.00700000000000001,"FUS"
"Fus",1898,2.77672479736212e-26,0.207669976764422,0.125,0.1,7.53408739268265e-22,"12hours",0.025,"FUS"
"Fus",453,1.24743201045771e-77,-0.285737582150434,0.075,0.111,3.3846572739749e-73,"Control",-0.036,"FUS"
"Nr3c2",2258,8.82366164250613e-90,-0.304269121716327,0.105,0.114,2.39412411346119e-85,"2days",-0.00900000000000001,"NR3C2"
"Nr3c2",1670,4.18409643733629e-97,-0.550398124926798,0.076,0.12,1.13527088634246e-92,"12hours",-0.044,"NR3C2"
"Nr3c2",2726,8.91539172618464e-31,0.255390997649599,0.136,0.108,2.41901323706568e-26,"14days",0.028,"NR3C2"
"Nr3c2",2925,6.00160471622833e-112,0.395307661335976,0.133,0.108,1.62841540765423e-107,"6weeks",0.025,"NR3C2"
"Nr3c2",454,4.10384486403558e-77,0.24806017754848,0.119,0.111,1.11349622695877e-72,"Control",0.00799999999999999,"NR3C2"
"Nr3c2",907,3.35595907988813e-134,-0.456789098885058,0.097,0.115,9.10572377146046e-130,"4hours",-0.018,"NR3C2"
"Cadm1",3195,1.26702669322287e-26,-0.218690428510176,0.108,0.133,3.43782352672161e-22,"6weeks",-0.025,"CADM1"
"Cadm1",854,9.8239104716405e-169,0.599656305484618,0.176,0.122,2.66552162827022e-164,"4hours",0.054,"CADM1"
"Cadm1",2638,5.01140117219911e-55,-0.374496163451848,0.1,0.134,1.35974348005278e-50,"14days",-0.034,"CADM1"
"Cadm1",2207,1.14010681448981e-137,-0.258108000534054,0.13,0.128,3.09345181975521e-133,"2days",0.002,"CADM1"
"Cadm1",455,6.18135389043978e-77,-0.378725550978214,0.096,0.137,1.67718675109303e-72,"Control",-0.041,"CADM1"
"Cadm1",1502,1.02043280946144e-200,0.631944733244825,0.189,0.117,2.76874034191172e-196,"12hours",0.072,"CADM1"
"Ube2r2",456,1.0769321206885e-76,0.327454378044916,0.132,0.102,2.9220399230641e-72,"Control",0.03,"UBE2R2"
"Ube2r2",1816,1.31077701906094e-43,-0.292020841299139,0.082,0.114,3.55653128581804e-39,"12hours",-0.032,"UBE2R2"
"Maml3",1128,1.18317300256983e-49,-0.378626429603286,0.101,0.145,3.21030330787272e-45,"4hours",-0.044,"MAML3"
"Maml3",1649,1.65068138833607e-106,0.443158303425208,0.19,0.13,4.47879381097225e-102,"12hours",0.06,"MAML3"
"Maml3",457,3.17851393086831e-76,-0.29125528259953,0.107,0.149,8.62426184862499e-72,"Control",-0.042,"MAML3"
"Cdh1",459,2.67138562396232e-74,-0.379801517832181,0.084,0.123,7.24827061349697e-70,"Control",-0.039,"CDH1"
"Cdh1",790,4.14673829647065e-237,0.733967735542642,0.171,0.108,1.12513450198138e-232,"4hours",0.063,"CDH1"
"Cdh1",1696,2.80531280419959e-86,0.357904761354447,0.156,0.107,7.61165523163476e-82,"12hours",0.049,"CDH1"
"Cdh1",3167,2.15482189772312e-36,-0.200524050869773,0.093,0.12,5.84667825509214e-32,"6weeks",-0.027,"CDH1"
"Cdh1",2253,1.0804774851345e-92,-0.338711475617538,0.1,0.118,2.93165956041543e-88,"2days",-0.018,"CDH1"
"Cradd",972,3.1259584918912e-97,-0.459541721321134,0.1,0.163,8.4816631760484e-93,"4hours",-0.063,"CRADD"
"Cradd",1450,1.47551474338883e-260,-0.756941098185308,0.081,0.17,4.00351415323692e-256,"12hours",-0.089,"CRADD"
"Cradd",2856,5.73787513923641e-189,0.543553739344196,0.207,0.144,1.55685766152902e-184,"6weeks",0.063,"CRADD"
"Cradd",460,1.20117680835617e-73,0.291287732618664,0.179,0.15,3.25915303411279e-69,"Control",0.029,"CRADD"
"Dock9",2641,5.01373235855277e-54,-0.338729058687689,0.118,0.157,1.36037600084612e-49,"14days",-0.039,"DOCK9"
"Dock9",2050,1.62473764139195e-262,0.341209432604775,0.22,0.137,4.40840064238878e-258,"2days",0.083,"DOCK9"
"Dock9",1619,2.33753571751463e-123,-0.514184547091025,0.102,0.16,6.34243566233246e-119,"12hours",-0.058,"DOCK9"
"Dock9",461,1.34453248039484e-73,0.255001515162857,0.167,0.146,3.64811997905533e-69,"Control",0.021,"DOCK9"
"Prkca",2672,9.68599167118635e-46,0.224156971453695,0.186,0.176,2.62810012014299e-41,"14days",0.01,"PRKCA"
"Prkca",2951,1.14373392249963e-97,-0.437093965955677,0.133,0.188,3.10329325191825e-93,"6weeks",-0.055,"PRKCA"
"Prkca",638,0,0.744638384504475,0.219,0.173,0,"4hours",0.046,"PRKCA"
"Prkca",2003,1.12280668304001e-308,-0.320972957936993,0.19,0.176,5.57298458973454e-306,"2days",0.014,"PRKCA"
"Prkca",462,2.51550917804386e-73,-0.352375835727162,0.141,0.188,6.82533105278641e-69,"Control",-0.047,"PRKCA"
"Prkca",1644,1.34266882316136e-108,0.218160215176852,0.229,0.168,3.64306331788372e-104,"12hours",0.061,"PRKCA"
"Phf21a",1705,1.04004429879445e-79,-0.388846125643012,0.073,0.116,2.82195219591898e-75,"12hours",-0.043,"PHF21A"
"Phf21a",463,6.20873665363792e-71,0.234150521058592,0.118,0.107,1.68461651623158e-66,"Control",0.011,"PHF21A"
"Phf21a",1103,1.34474887483227e-56,-0.3656345996521,0.087,0.112,3.64870712208241e-52,"4hours",-0.025,"PHF21A"
"Mboat2",2691,3.98322211059335e-39,0.244092221419378,0.109,0.081,1.08076765526729e-34,"14days",0.028,"MBOAT2"
"Mboat2",464,7.76914428400288e-71,0.3024787103457,0.103,0.081,2.1080019185785e-66,"Control",0.022,"MBOAT2"
"Ppat",465,1.5521640721644e-70,0.280734337104028,0.117,0.083,4.21148677700365e-66,"Control",0.034,"PPAT"
"Ppat",3135,3.94510909363905e-44,0.251526895868463,0.113,0.085,1.07042645037708e-39,"6weeks",0.028,"PPAT"
"Ppp4r1",1823,5.75384043345291e-42,0.270079194260237,0.165,0.129,1.56118952480878e-37,"12hours",0.036,"PPP4R1"
"Ppp4r1",3108,2.09908983717007e-50,-0.221486543799825,0.107,0.141,5.69546045519354e-46,"6weeks",-0.034,"PPP4R1"
"Ppp4r1",466,1.93753751183839e-70,-0.208786413307449,0.106,0.142,5.25712053087109e-66,"Control",-0.036,"PPP4R1"
"Ppp4r1",966,1.95106089920703e-99,0.40947616597877,0.168,0.13,5.29381353781843e-95,"4hours",0.038,"PPP4R1"
"Kmt2e",1710,7.85588546070325e-77,-0.387746096845206,0.076,0.119,2.13153740205261e-72,"12hours",-0.043,"KMT2E"
"Kmt2e",2710,1.50669402662439e-34,0.21801359473289,0.138,0.107,4.08811290243995e-30,"14days",0.031,"KMT2E"
"Kmt2e",467,2.58876373626848e-70,0.314574720699382,0.132,0.107,7.02409264561726e-66,"Control",0.025,"KMT2E"
"Kmt2e",1176,3.03321163990138e-38,-0.254096011148605,0.083,0.116,8.23001314254441e-34,"4hours",-0.033,"KMT2E"
"Ulk2",468,4.08029988345754e-69,0.216664768848925,0.102,0.092,1.10710776737853e-64,"Control",0.01,"ULK2"
"Wwc1",3019,7.14390571662366e-73,-0.205170333772854,0.159,0.206,1.9383559380915e-68,"6weeks",-0.047,"WWC1"
"Wwc1",469,8.35459250576995e-69,-0.240553805230298,0.162,0.207,2.26685158459056e-64,"Control",-0.045,"WWC1"
"Wwc1",1803,2.88140680071117e-47,-0.287300021490449,0.174,0.202,7.81812107236962e-43,"12hours",-0.028,"WWC1"
"Wwc1",2170,3.58711398092731e-164,0.292214572427565,0.26,0.185,9.73291636445007e-160,"2days",0.075,"WWC1"
"Wwc1",2435,9.05377450374318e-161,0.482113180488812,0.267,0.184,2.45656063610064e-156,"14days",0.083,"WWC1"
"Phkb",470,3.73002042025053e-68,0.254397383288029,0.111,0.093,1.01206644062658e-63,"Control",0.018,"PHKB"
"Phkb",1707,4.54713181734187e-79,-0.325729387308961,0.064,0.104,1.23377327599937e-74,"12hours",-0.04,"PHKB"
"St13",471,2.40701255385879e-67,0.231443788408222,0.105,0.092,6.53094716238506e-63,"Control",0.013,"ST13"
"Slc16a10",2755,4.15689971602382e-19,-0.209549957777781,0.098,0.11,1.12789159994874e-14,"14days",-0.012,"SLC16A10"
"Slc16a10",1764,1.30011840350785e-59,-0.338797618687142,0.076,0.114,3.52761126423786e-55,"12hours",-0.038,"SLC16A10"
"Slc16a10",472,2.79912109493472e-67,0.265423181464654,0.117,0.105,7.59485526688639e-63,"Control",0.012,"SLC16A10"
"Gtdc1",473,1.39939742497907e-66,0.29149685257732,0.107,0.085,3.79698503319571e-62,"Control",0.022,"GTDC1"
"Arhgap6",2893,1.82540847982022e-138,0.471648616413639,0.169,0.14,4.95288082829619e-134,"6weeks",0.029,"ARHGAP6"
"Arhgap6",1024,4.90752597370676e-78,-0.550131061267771,0.096,0.152,1.33155902244586e-73,"4hours",-0.056,"ARHGAP6"
"Arhgap6",2683,2.61291150093814e-40,0.294156808445048,0.175,0.14,7.08961277549547e-36,"14days",0.035,"ARHGAP6"
"Arhgap6",1746,2.23347229004808e-63,-0.471757136187495,0.115,0.151,6.06008036458745e-59,"12hours",-0.036,"ARHGAP6"
"Arhgap6",2016,2.13250806699463e-297,-0.409565589749003,0.151,0.144,5.78613413817652e-293,"2days",0.00700000000000001,"ARHGAP6"
"Arhgap6",474,2.80794970985366e-66,0.200162395776985,0.147,0.145,7.61880994774594e-62,"Control",0.002,"ARHGAP6"
"Adcy9",2323,3.57285767160217e-31,-0.206392083392625,0.076,0.102,9.69423472035817e-27,"2days",-0.026,"ADCY9"
"Adcy9",475,4.60377284628273e-66,0.208100956992883,0.11,0.094,1.24914168638189e-61,"Control",0.016,"ADCY9"
"Ogdh",2595,4.77960260436934e-68,0.320874577717426,0.133,0.092,1.29684957464353e-63,"14days",0.041,"OGDH"
"Ogdh",476,6.3618280964976e-66,0.21148558018071,0.107,0.096,1.72615481742269e-61,"Control",0.011,"OGDH"
"Ogdh",1526,1.36358962561366e-181,-0.643631597607131,0.049,0.108,3.69982773117756e-177,"12hours",-0.059,"OGDH"
"Foxo1",3191,2.91449659420887e-28,-0.212900608930404,0.107,0.133,7.90790360906693e-24,"6weeks",-0.026,"FOXO1"
"Foxo1",477,1.7111417902178e-65,0.30904934669865,0.155,0.122,4.64284101939797e-61,"Control",0.033,"FOXO1"
"Foxo1",1039,6.6037730411549e-73,0.32336427326167,0.145,0.126,1.79180173925656e-68,"4hours",0.019,"FOXO1"
"Foxo1",1723,1.36038077537041e-70,-0.279748658725542,0.093,0.135,3.69112115781253e-66,"12hours",-0.042,"FOXO1"
"Gcnt2",2461,5.63131273011139e-135,-0.517383658686916,0.203,0.239,1.52794408306112e-130,"14days",-0.036,"GCNT2"
"Gcnt2",2840,6.12599896604488e-212,-0.698142558293395,0.178,0.246,1.66216729945696e-207,"6weeks",-0.068,"GCNT2"
"Gcnt2",1442,4.70801353402549e-273,0.629061313130189,0.292,0.222,1.27742531218713e-268,"12hours",0.07,"GCNT2"
"Gcnt2",478,2.07323419064178e-65,-0.433211801933852,0.204,0.241,5.62530632946833e-61,"Control",-0.037,"GCNT2"
"Gcnt2",599,0,0.996878480517655,0.252,0.231,0,"4hours",0.021,"GCNT2"
"Rffl",479,9.8340524183428e-65,0.251468509893353,0.157,0.135,2.66827344266895e-60,"Control",0.022,"RFFL"
"Rffl",1879,4.46341923532657e-31,-0.240234943610574,0.114,0.145,1.21105954112116e-26,"12hours",-0.031,"RFFL"
"Tnrc18",480,5.60116420720485e-64,0.217597434434633,0.109,0.096,1.51976388434089e-59,"Control",0.013,"TNRC18"
"Tnrc18",1894,3.16454084974093e-27,-0.237008150586185,0.082,0.102,8.58634868760208e-23,"12hours",-0.02,"TNRC18"
"Pias2",481,9.04346163907671e-64,0.215490714374825,0.103,0.093,2.45376244653068e-59,"Control",0.01,"PIAS2"
"Pias2",1762,6.27472392504097e-60,-0.362989023905655,0.065,0.101,1.70252084258137e-55,"12hours",-0.036,"PIAS2"
"Pde8a",1484,4.68560235966171e-216,-0.652517489111731,0.079,0.159,1.27134448824701e-211,"12hours",-0.08,"PDE8A"
"Pde8a",482,1.05671182119669e-63,0.255806318687343,0.164,0.141,2.86717618445299e-59,"Control",0.023,"PDE8A"
"Pde8a",1090,1.17119379757867e-58,-0.309859389953043,0.105,0.151,3.17780013097022e-54,"4hours",-0.046,"PDE8A"
"Pde8a",2611,5.7527025938932e-64,0.317617999503239,0.184,0.138,1.56088079480104e-59,"14days",0.046,"PDE8A"
"Psmd11",2544,3.2328731922518e-85,-0.373065112320339,0.086,0.11,8.77175483253682e-81,"14days",-0.024,"PSMD11"
"Psmd11",641,0,0.694474608459607,0.142,0.101,0,"4hours",0.041,"PSMD11"
"Psmd11",483,1.40437995380949e-63,-0.336697065400599,0.078,0.113,3.81050412867129e-59,"Control",-0.035,"PSMD11"
"Psmd11",2174,1.42240014080953e-161,-0.23024384541926,0.107,0.106,3.85939830205849e-157,"2days",0.001,"PSMD11"
"Psmd11",1489,1.9814743944895e-211,0.617454713744473,0.169,0.094,5.37633447456836e-207,"12hours",0.075,"PSMD11"
"Psmd11",3033,5.22539176242976e-68,-0.372496652141823,0.077,0.113,1.41780554690007e-63,"6weeks",-0.036,"PSMD11"
"Lmtk2",484,3.37901368653022e-63,0.276282040982077,0.127,0.103,9.16827783566244e-59,"Control",0.024,"LMTK2"
"Dnmt3a",2586,1.93876607975688e-70,0.35358253742327,0.162,0.117,5.26045400420433e-66,"14days",0.045,"DNMT3A"
"Dnmt3a",485,2.4996414317109e-62,0.278407425093135,0.144,0.12,6.78227709666118e-58,"Control",0.024,"DNMT3A"
"Dnmt3a",1112,3.26728974157568e-54,-0.316031421365419,0.088,0.13,8.86513725581729e-50,"4hours",-0.042,"DNMT3A"
"Dnmt3a",1673,1.07403997224524e-95,-0.45048932088671,0.083,0.133,2.914192656693e-91,"12hours",-0.05,"DNMT3A"
"Arhgap10",735,1.11253696500909e-308,0.57030758527754,0.175,0.149,1.11350708294445e-308,"4hours",0.026,"ARHGAP10"
"Arhgap10",2709,3.40819128972366e-35,-0.287500359357469,0.125,0.157,9.2474454264072e-31,"14days",-0.032,"ARHGAP10"
"Arhgap10",486,3.08171065210834e-62,0.265835742998113,0.182,0.143,8.36160551236555e-58,"Control",0.039,"ARHGAP10"
"Arhgap10",3081,5.10138237695611e-57,-0.351451198121262,0.124,0.158,1.3841580803395e-52,"6weeks",-0.034,"ARHGAP10"
"Setbp1",3150,1.60788042693435e-39,0.253189028630803,0.247,0.221,4.36266196240097e-35,"6weeks",0.026,"SETBP1"
"Setbp1",812,3.01846841370683e-214,-0.651402479044112,0.13,0.239,8.19001034691075e-210,"4hours",-0.109,"SETBP1"
"Setbp1",488,2.86987817709817e-61,0.242769631426544,0.248,0.22,7.78684045792045e-57,"Control",0.028,"SETBP1"
"Setbp1",2655,7.19537651269382e-51,0.244653834855233,0.267,0.218,1.95232150918921e-46,"14days",0.049,"SETBP1"
"Setbp1",1742,1.94413980861127e-65,-0.368993689450343,0.186,0.234,5.27503454270495e-61,"12hours",-0.048,"SETBP1"
"Ccdc83",489,2.96908031811119e-61,0.274106105590832,0.143,0.112,8.0560056271311e-57,"Control",0.031,"CCDC83"
"Galnt14",490,3.00558416361524e-61,0.259251067361499,0.127,0.104,8.15505151113722e-57,"Control",0.023,"GALNT14"
"Galnt14",905,7.84451264936555e-135,-0.551727610258097,0.073,0.114,2.12845161715235e-130,"4hours",-0.041,"GALNT14"
"Galnt14",2409,1.3128241627164e-210,0.566080023495488,0.147,0.101,3.56208580069841e-206,"14days",0.046,"GALNT14"
"Galnt14",1447,7.49911060250619e-266,-0.760200976521314,0.051,0.12,2.034733679778e-261,"12hours",-0.069,"GALNT14"
"Eml6",894,2.24703965253436e-143,-0.566568595154192,0.048,0.108,6.09689268922148e-139,"4hours",-0.06,"EML6"
"Eml6",3185,7.81242694399186e-30,0.218229711973633,0.122,0.097,2.11974580271331e-25,"6weeks",0.025,"EML6"
"Eml6",2304,6.92417147751798e-46,-0.276394961203519,0.077,0.106,1.87873544699495e-41,"2days",-0.029,"EML6"
"Eml6",491,3.26655549128342e-61,0.228324245383857,0.117,0.097,8.86314501449931e-57,"Control",0.02,"EML6"
"Map3k5",604,0,0.969221013714041,0.201,0.115,0,"4hours",0.086,"MAP3K5"
"Map3k5",2098,2.43853080450744e-225,-0.226206822077135,0.134,0.123,6.61646563187003e-221,"2days",0.011,"MAP3K5"
"Map3k5",1784,2.81971477685223e-53,-0.330870531596957,0.093,0.131,7.65073210403314e-49,"12hours",-0.038,"MAP3K5"
"Map3k5",493,6.22597891709528e-60,-0.321026794197288,0.096,0.133,1.68929485957546e-55,"Control",-0.037,"MAP3K5"
"Tmem161b",1194,6.14395996404487e-34,-0.218541529935676,0.076,0.105,1.66704065704429e-29,"4hours",-0.029,"TMEM161B"
"Tmem161b",2754,1.35260915597808e-19,-0.209763796697547,0.087,0.105,3.67003442291531e-15,"14days",-0.018,"TMEM161B"
"Tmem161b",494,1.39918155453633e-59,0.269412578141004,0.117,0.098,3.79639931192343e-55,"Control",0.019,"TMEM161B"
"Agap1",662,0,0.523125574126596,0.299,0.274,0,"4hours",0.025,"AGAP1"
"Agap1",2909,4.67772661654543e-124,-0.378821923246623,0.219,0.29,1.26920756286727e-119,"6weeks",-0.071,"AGAP1"
"Agap1",495,2.53597969735e-59,-0.214869429605573,0.238,0.287,6.88087371281975e-55,"Control",-0.049,"AGAP1"
"Agap1",2008,3.63564277024496e-307,0.244067383113524,0.366,0.259,9.86458952850565e-303,"2days",0.107,"AGAP1"
"Cbfa2t2",496,9.18431453842454e-59,0.204721741331724,0.146,0.134,2.49198006371073e-54,"Control",0.012,"CBFA2T2"
"Cbfa2t2",1100,5.88693391423938e-57,-0.383051751653172,0.095,0.142,1.59730177895057e-52,"4hours",-0.047,"CBFA2T2"
"Cbfa2t2",2718,5.24318115997137e-33,0.217205122450296,0.163,0.131,1.42263234413503e-28,"14days",0.032,"CBFA2T2"
"Cbfa2t2",1757,2.33150331141515e-61,-0.354606166842892,0.101,0.143,6.32606793486272e-57,"12hours",-0.042,"CBFA2T2"
"Acyp2",497,9.56545632792238e-59,0.240705267841142,0.102,0.086,2.59539526545518e-54,"Control",0.016,"ACYP2"
"Slc16a5",498,4.98559508381571e-58,0.292187096483456,0.11,0.094,1.35274151409172e-53,"Control",0.016,"SLC16A5"
"Slc45a4",1695,2.07506098765819e-86,-0.403810318365443,0.101,0.136,5.63026297781297e-82,"12hours",-0.035,"SLC45A4"
"Slc45a4",2713,1.00242272006128e-33,0.210041093186135,0.148,0.127,2.71987356634227e-29,"14days",0.021,"SLC45A4"
"Slc45a4",499,8.18590097568466e-58,0.280413454518196,0.155,0.124,2.22108051173252e-53,"Control",0.031,"SLC45A4"
"Slc45a4",3136,5.45992428962379e-44,0.268740896362839,0.149,0.126,1.48144125750362e-39,"6weeks",0.023,"SLC45A4"
"Slc45a4",2286,2.03900498851061e-62,-0.272180786813501,0.115,0.133,5.53243223532583e-58,"2days",-0.018,"SLC45A4"
